STATE	CITY	APPLICANT/LICENSEE NAME	LICENSE NO.	DOCKET	REGION	RECEIVED	TYPE/ACTION
NJ	WEST ORANGE	CARDIOLOGY GROUP (THE)             	29-30214-01  	3033828	1	39615	4
PA	UNIONTOWN	CHERRY TREE MEDICAL ASSOCIATES     	37-28414-01  	3031251	1	39615	4
PR	FAJARDO	HOSPITAL HIMA SAN PABLO FAJARDO    	52-25621-01  	3036225	1	39615	8
VA	CHESAPEAKE	"MCCALLUM TESTING LABORATORIES, INC."	45-15325-01  	3008916	1	39615	4
VA	RICHMOND	VIRGINIA COMMONWEALTH UNIVERSITY   	45-00048-17  	3003297	1	39615	4
WV	CEREDO	"AQUILA DOCK, INC.                  "	47-25500-02  	3037573	1	39615	4
CT	NEW HAVEN	YALE-NEW HAVEN HOSPITAL            	06-30445-01  	3034705	1	39616	4
DC	WASHINGTON	AMERICAN UNIVERSITY                	08-08371-05  	3022261	1	39616	4
IN	MUNSTER	"COMMUNITY HOSPITAL, THE            "	13-15882-01  	3009964	3	39616	4
IN	MUNSTER	HAMMOND CLINIC                     	13-16680-01  	3011477	3	39616	4
MI	WYANDOTTE	BASF CORPORATION                   	21-00627-02  	3004787	3	39616	4
MO	CAPE GIRARDEAU	SOUTHEAST MISSOURI HOSPITAL        	24-00128-03  	3002264	3	39616	4
MO	CRYSTAL CITY	JEFFERSON MEMORIAL HOSPITAL        	24-18315-01  	3014837	3	39616	4
MO	ST. JOSEPH	HEARTLAND REGIONAL MEDICAL CENTER  	24-18287-01  	3014791	3	39616	4
NJ	MURRAY HILL	BELL LABORATORIES                  	29-00170-03  	3005224	1	39616	9
NJ	MURRAY HILL	BELL LABORATORIES                  	SMB-1260     	4008478	1	39616	9
NJ	WESTWOOD	WESTWOOD CARDIOLOGY ASSOCIATES     	29-30454-01  	3034754	1	39616	3
PR	BAYAMON	"CENTRO MEDICO DEL TURABO, INC.     "	52-21325-01  	3020510	1	39616	4
TX	PASADENA	TEXAS GAMMA RAY                    	             	3037780	4	39616	1
CT	DANBURY	ENERGYSOLUTIONS                    	06-20775-01  	3022060	1	39617	4
MI	FLINT	MCLAREN REGIONAL MEDICAL CENTER    	21-04171-04  	3002048	3	39617	4
MI	WAYNE	"MICHIGAN CARDIOLOGY, P.C.          "	21-32468-01  	3036384	3	39617	4
MO	FESTUS	BUZZI UNICEM USA                   	24-32703-01  	3037781	3	39617	2
MO	ST. LOUIS	MALLINCKRODT INC.                  	24-04206-08MD	3018546	3	39617	4
NC	BEAUFORT	"COMMERCE, DEPARTMENT OF            "	32-00426-02  	3005594	1	39617	4
NJ	NEW BRUNSWICK	"HEMISPHERX BIOPHARMA, INC.         "	29-19964-01  	3019609	1	39617	4
NJ	SUMMIT	ATLANTIC HEALTH SYSTEM             	29-03308-01  	3002471	1	39617	4
CT	HARTFORD	ST. FRANCIS HOSPITAL & MEDICAL CTR.	06-00854-03  	3001246	1	39618	4
MA	WESTFIELD	"TESTAMERICA, INC.                  "	20-19545-03  	3034361	1	39618	4
MI	LANSING	INGHAM REGIONAL MEDICAL CENTER     	21-04073-01  	3002037	3	39618	4
MI	PAW PAW	LAKEVIEW COMMUNITY HOSPITAL        	21-26716-01  	3034119	3	39618	4
MO	CHESTERFIELD	"CHESTERFIELD, CITY OF              "	24-23426-01  	3031272	3	39618	4
MO	LOUISIANA	ASHLAND INC.                       	24-03060-01  	3005086	3	39618	4
MO	ST. LOUIS	"METRO HEART GROUP OF ST. LOUIS, INC"	24-32184-01  	3035037	3	39618	4
NJ	FLEMINGTON	HUNTERDON CARDIOVASCULAR ASSOC.    	29-30542-01  	3035260	1	39618	4
NJ	JERSEY CITY	GREENVILLE HOSPITAL                	29-14859-01  	3008198	1	39618	5
NJ	MIDLAND PARK	"LAN ASSOC. ENGINEERING, PLANNING,  "	29-30740-01  	3036046	1	39618	4
PR	PONCE	DR. GAMALIER BERMUDEZ              	52-31059-01  	3036964	1	39618	4
SD	SIOUX FALLS	"MED X RAY, P.C.                    "	40-27480-01  	3033335	4	39618	4
VA	HAMPTON	SENTARA CAREPLEX HOSPITAL          	45-09087-01  	3003331	1	39618	4
VA	RICHMOND	"S&ME, INC.                         "	45-24945-01  	3030230	1	39618	4
WV	HARPERS FERRY	"CONCRETE IMAGING, INC.             "	47-31316-01  	3037778	1	39618	2
CT	NEW HAVEN	SCHULZ ELECTRIC COMPANY            	06-31045-01  	3036931	1	39619	4
CT	WATERFORD	"MISTRAS GROUP, INC.                "	06-30317-01  	3034177	1	39619	5
MO	WILDWOOD	"MARIAN MEDICAL SERVICES, LLC       "	24-29248-01  	3037399	4	39619	4
OH	DAYTON	"TESTECH, INC.                      "	34-26553-02  	3035054	3	39619	4
VA	CHANTILY	"DIVERSIFIED LABORATORIES, INC.     "	45-19177-01  	3017092	1	39619	4
AL	MOBILE	INDUSTRIAL CONTROL OPTIMIZATION    	01-25550-01  	3035658	1	39622	4
CT	HAMDEN	"CARDIOLOGY CONSULTANTS, P.C.       "	06-30811-01  	3036245	1	39622	4
ID	BOISE	"STRATA, INC.                       "	11-27320-01  	3032206	4	39622	4
MI	MOUNT PLEASANT	CENTRAL MICHIGAN COMMUNITY HOSPITAL	21-08966-01  	3002078	3	39622	4
MO	KANSAS CITY	"BURNS & MCDONNELL ENGINEER. CO.,INC"	24-26722-01  	3034134	3	39622	5
NE	SCOTTSBLUFF	PANHANDLE GEOTECH & ENVIRON INC    	26-29304-01  	3037783	4	39622	2
VA	GLEN ALLEN	"ROOF CONSULTING SERVICES, INC.     "	45-19953-02  	3029973	1	39622	4
VA	WOODBRIDGE	"TESTING TECHNOLOGIES, INC.         "	45-25007-01  	3030657	1	39622	4
CT	NEW MILFORD	NEW MILFORD HOSPITAL               	06-17892-01  	3013596	1	39623	4
IL	BATAVIA	AMERICAN DIAGNOSTIC MEDICINE       	12-32597-01  	3037037	3	39623	4
IN	MONTICELLO	WHITE COUNTY MEMORIAL HOSPITAL     	13-20352-01  	3018288	3	39623	4
IN	PRINCETON	GIBSON GENERAL HOSPITAL            	13-18524-01  	3013826	3	39623	4
MA	WILMINGTON	"MORPHO DETECTION, INC.             "	20-23904-01E 	3036457	0	39623	4
MI	DETROIT	"DETROIT, CITY OF (ENGINEERING DIV.)"	21-24406-02  	3034061	3	39623	4
MI	JACKSON	JACKSON COUNTY ROAD COMMISSION     	21-32704-01  	3037787	3	39623	2
MI	KENTWOOD	"MEDI-PHYSICS, INC.                 "	21-26707-01MD	3034090	3	39623	4
MI	LIVONIA	TRINITY HEALTH-MICHIGAN            	21-14849-01  	3008159	3	39623	4
MI	PARMA	JANX INTEGRITY GROUP               	21-16560-01  	3011772	3	39623	4
MI	ROCHESTER	"MOON PAK, MD                       "	21-32680-01  	3037786	3	39623	2
MI	TAWAS CITY	TAWAS ST. JOSEPH HOSPITAL          	21-18979-01  	3017606	3	39623	4
MN	ST. PAUL	3M COMPANY                         	22-00057-61  	3014999	3	39623	4
MO	ST. LOUIS	AMERICAN RADIOLABELED CHEMICALS    	24-21362-01  	3020567	3	39623	4
MO	ST. LOUIS	"GATEWAY CARDIOLOGY, P.C.           "	24-32202-01  	3035167	3	39623	4
MO	ST. LOUIS	TOWN & COUNTRY CARDIOVASCULAR GROUP	24-32661-01  	3037494	3	39623	4
WA	TACOMA	"ARMY, DEPARTMENT OF THE            "	46-02645-03  	3003368	4	39623	4
MD	ABERDEEN PROV. GRD.	"ARMY, DEPARTMENT OF THE            "	19-12056-02  	3004555	1	39624	4
MI	ROSEVILLE	"EASTSIDE CARDIOVASCULAR MEDICINE,PC"	21-26263-01  	3032009	3	39624	4
MT	BILLINGS	"GEOSCIENCE, PLLP                   "	25-29266-01  	3037480	4	39624	4
NJ	CRANBURY	"PALATIN TECHNOLOGIES, INC.         "	29-30383-01  	3034418	1	39624	4
NY	HAMBURG	"SJB SERVICES, INC.                 "	31-30450-01  	3034729	1	39624	5
DE	WILMINGTON	E. I. DU PONT DE NEMOURS & CO. INC 	07-00455-27  	3003859	1	39625	4
DE	WILMINGTON	ALFRED I. DUPONT HOSP. FOR CHILDREN	07-16199-01  	3010568	1	39625	7
IN	EVANSVILLE	"OPEN MRI, LLC                      "	13-32112-01  	3034799	3	39625	3
IN	EVANSVILLE	INDIANA UNIVERSITY SCHOOL OF MED.  	13-15734-01  	3009673	3	39625	4
IN	SPEED	ESSROC CEMENT CORPORATION          	13-26609-01  	3033669	3	39625	4
NJ	ELIZABETH	TRINITAS REGIONAL MEDICAL CENTER   	29-04333-01  	3002476	1	39625	4
NJ	MANALAPAN	GARDEN STATE HEART CARE PC         	29-31319-01  	3037790	1	39625	2
PR	CAROLINA	CARDIOHEALTH                       	52-31320-01  	3037791	1	39625	2
WV	NEW MARTINSVILLE	WETZEL COUNTY HOSPITAL             	47-18320-01  	3014841	1	39625	4
WV	WASHINGTON	E. I. DU PONT                      	47-01876-01  	3006660	1	39625	4
CT	NEW HAVEN	"BIORELIX, INC.                     "	06-31263-01  	3037508	1	39626	4
IN	SEYMOUR	JACKSON COUNTY SCHNECK MEM. HOSP.  	13-05605-01  	3001622	3	39626	4
MI	MOUNT CLEMENS	MOUNT CLEMENS REGIONAL MEDICAL CTR.	21-04080-01  	3002040	3	39626	4
MO	SPRINGFIELD	ST. JOHN'S HOSPITAL-SPRINGFIELD    	24-00866-02  	3002285	3	39626	4
NJ	BAYONNE	BAYONNE HOSPITAL CENTER            	29-12253-01  	3002547	1	39626	4
NJ	JERSEY CITY	JERSEY CITY MEDICAL CENTER CAMPUS  	29-01663-01  	3002439	1	39626	8
NJ	NEWARK	COLUMBUS HOSPITAL                  	29-07213-03  	3009949	1	39626	5
VA	POWHATAN	"COLONY CONSTRUCTION, INC.          "	45-31270-01  	3037533	1	39626	4
CT	BETHEL	"SPECIAL TESTING LABORATORIES, INC. "	06-30361-01  	3034318	1	39629	4
CT	BRIDGEPORT	"MEGAN, LLC                         "	06-19279-01  	3017254	1	39629	4
DE	DOVER	"DELAWARE HEART & VASCULAR, P.A.    "	07-31237-01  	3037447	1	39629	4
DE	WILMINGTON	E. I. DU PONT DE NEMOURS & CO.     	07-00455-43E 	3036941	0	39629	5
HI	HONOLULU	CATARACT & VISION CENTER OF HAWAII 	53-29305-01  	3037793	4	39629	2
IN	FRANKLIN	JOHNSON COUNTY MEMORIAL HOSPITAL   	13-14817-01  	3008553	3	39629	4
MO	ST. LOUIS	MISSOURI BAPTIST MEDICAL CENTER    	24-11128-02  	3008325	3	39629	4
NJ	ELIZABETH	PET SCAN OF NEW JERSEY             	29-30840-01  	3036417	1	39629	4
NJ	LAKEWOOD	KIMBALL MEDICAL CENTER             	29-14017-01  	3001980	1	39629	4
NJ	MURRAY HILL	BELL LABORATORIES                  	29-00170-08  	3036894	1	39629	4
PA	PITTSBURGH	"SYSTEM ONE HOLDINGS, LLC           "	37-27891-02  	3037788	1	39629	1
PR	ISABELA	ADVANCED SOIL ENGINEERING          	52-25436-01  	3034756	1	39629	3
PR	SAN JUAN	"LANTHEUS MI RADIOPHARMACEUTICALS,IN"	52-25361-01MD	3034187	1	39629	4
VA	MARTINSVILLE	"ODYSSEY IMAGING, LLC               "	45-25516-01  	3035377	1	39629	4
VA	NEWPORT NEWS	DOMINION TERMINAL ASSOCIATES       	45-21285-01  	3020149	1	39629	4
VA	WOODBRIDGE	"GEOTECHNICAL CONSULTING&TESTING,INC"	45-25135-01  	3032078	1	39629	4
WY	MILLS	ROCKY MOUNTAIN PIPELINE SYSTEM LLC 	49-27733-01  	3036020	4	39629	5
IN	INDIANAPOLIS	"CARE GROUP, LLC., THE              "	13-19923-01  	3019538	3	39630	4
IN	ROCHESTER	WOODLAWN HOSPITAL                  	13-20338-01  	3018270	3	39630	4
IN	TERRE HAUTE	"MYERS ENGINEERING,INC.             "	13-32705-01  	3037796	3	39630	2
MI	BLOOMFIELD HILLS	"RADIOLOGY ASSOCIATES, P.C.         "	21-16754-01  	3011590	3	39630	4
MI	FLINT	"ROWE, INC.                         "	21-24710-01  	3029228	3	39630	4
MI	MILFORD	"FICE, LLC.                         "	21-32647-01  	3037425	3	39630	5
MI	ST. JOSEPH	"GREAT LAKES HEART & VASC. INST., PC"	21-32256-01  	3035393	3	39630	4
MO	CHESTERFIELD	"MIDWEST BRACHYTHERAPY SERVICES,INC."	24-32280-01  	3035581	3	39630	4
NJ	BEESLEY'S POINT	"RC CAPE MAY HOLDINGS, LLC          "	29-30855-01  	3036452	1	39630	5
NJ	CEDAR KNOLLS	"MEDICAL INSTITUTE OF NEW JERSEY, PC"	29-30451-01  	3034746	1	39630	3
OH	CINCINNATI	OHMART/VEGA CORPORATION            	34-00639-04  	3035076	3	39630	4
TX	WOODLANDS	"RC CAPE MAY HOLDINGS, LLC          "	42-31318-02  	3037789	1	39630	2
VA	DOSWELL	"MARTIN MARIETTA MATERIALS, INC.    "	45-25433-01  	3034727	1	39630	3
VA	VIRGINIA BEACH	SENTARA VIRGINIA BEACH GENERAL HOSP	45-11035-01  	3003348	1	39630	4
CT	STAFFORD SPRINGS	JOHNSON MEMORIAL HOSPITAL          	06-16624-01  	3011353	1	39631	4
IN	FORT WAYNE	MEDICAL GROUP OF FORT WAYNE        	13-32106-01  	3034778	3	39631	4
MA	PLYMOUTH	"ENTERGY NUCLEAR OPERATIONS, INC.   "	20-07626-04  	3034378	1	39631	5
VA	FALLS CHURCH	"CHI ASSOCIATES, INC.               "	45-25313-01  	3033651	1	39631	4
AK	FAIRBANKS	"ALASKA, UNIV OF FAIRBANKS, ENVIR   "	50-02430-07  	3001179	4	39632	4
IN	SOUTH BEND	XRC MEDICAL IMAGING LLC            	13-32706-01  	3037795	3	39632	2
MD	FORT DETRICK	"ARMY, DEPARTMENT OF THE            "	19-11831-03  	3031743	1	39632	4
OH	RICHFIELD	"ASSOCIATES IN MEDICAL PHYSICS, LLC "	34-26645-02  	3035048	3	39632	4
PA	MECHANICSBURG	"ADVANTAGE ENGINEERS, LLC           "	37-30704-01  	3035895	1	39632	4
PR	MAYAGUEZ	IMAGIA CORPORATION                 	52-31137-01  	3037158	1	39632	3
CT	BRIDGEPORT	ST. VINCENT'S MEDICAL CENTER       	06-00843-03  	3001245	1	39636	4
CT	MYSTIC	MONSANTO COMPANY                   	06-28624-01  	3032126	1	39636	4
MI	HOLLAND	"CAMMENGA & ASSOCIATES, LLC.        "	21-26460-01  	3033009	3	39636	4
MI	LANSING	EDWARD W. SPARROW HOSPITAL         	21-01430-01  	3002009	3	39636	4
MI	NEWPORT	DETROIT EDISON COMPANY             	21-32707-01  	3037798	3	39636	2
MI	TRAVERSE CITY	"PHARMALOGIC MICHIGAN, L.L.C.       "	21-32190-01MD	3035125	3	39636	4
MT	LAUREL	"BOESH ENGINEERING & TESTING, PLLC  "	25-27592-01  	3034775	4	39636	3
NJ	LONG BRANCH	MONMOUTH MEDICAL CENTER            	29-08113-03  	3017015	1	39636	4
NY	NEW YORK	"RICHEMONT NORTH AMERICA, INC.      "	31-23806-01E 	3032720	0	39636	4
OH	DUBLIN	CARDINAL HEALTH                    	34-29200-01MD	3036973	3	39636	4
VA	DULLES	ALPHA CORPORATION                  	45-25224-01  	3032985	1	39636	4
WV	MORGANTOWN	WEST VIRGINIA UNIVERSITY           	47-23035-01  	3020199	1	39636	4
WV	SHARPLES	MINGO LOGAN COAL COMPANY           	47-25025-02  	3037483	1	39636	4
WV	WHEELING	OHIO VALLEY MEDICAL CENTER         	47-17282-01  	3012498	1	39636	4
IL	ROCK ISLAND	"ARMY, DEPARTMENT OF THE            "	12-00722-06  	3013027	3	39637	4
IN	RICHMOND	REID HOSPITAL & HEALTH CARE SERV.  	13-03284-02  	3001614	3	39637	4
MO	COLUMBIA	"ANALYTICAL BIO-CHEMISTRY LABS., INC"	24-13365-01  	3005154	3	39637	6
PR	PONCE	PET DIAGNOSTIC IMAGING CORPORATION 	52-31321-01  	3037794	1	39637	2
VA	FAIRFAX	"CARDIAC CARE ASSOCIATES, P.C.      "	45-25564-01  	3035734	1	39637	4
CT	MERIDEN	"CANBERRA INDUSTRIES, INC.          "	06-15099-01  	3008562	1	39638	4
DC	WASHINGTON	SIBLEY MEMORIAL HOSPITAL           	08-07398-03  	3014754	1	39638	4
IN	FORT WAYNE	RADIATION ONCOLOGY ASSOCIATES      	13-32551-01  	3036814	3	39638	4
MD	ABERDEEN PROVING GD	"ARMY, DEPARTMENT OF THE            "	19-10306-01  	3004552	1	39638	4
MD	HAGERSTOWN	"CRAIG BLACKTOP AND PAVING, INC.    "	19-28189-01  	3030517	1	39638	4
NJ	BELLEVILLE	CLARA MAASS MEDICAL CENTER         	29-03163-03  	3002467	1	39638	4
AK	JUNEAU	COLASKA DBA SECON SOUTHWEST ALASKA 	50-29231-01  	3037206	4	39639	4
DC	WASHINGTON	HOWARD UNIVERSITY                  	08-00386-19  	3011063	1	39639	8
ID	REXBURG	MADISON MEMORIAL HOSPITAL          	11-27358-01  	3032299	4	39639	4
IN	MISHAWAKA	SAINT JOSEPH REGIONAL MEDICAL CNTR.	13-02650-02  	3013685	3	39639	4
MA	BURLINGTON	"QSA GLOBAL, INC.                   "	20-12836-02E 	3032596	0	39639	4
MD	ABERDEEN	"ECS MID-ATLANTIC, LLC              "	19-31269-01  	3037532	1	39639	4
MI	KALAMAZOO	PHARMACIA & UPJOHN COMPANY         	21-00182-03  	3004781	3	39639	6
MO	FREDERICKTOWN	MADISON MEDICAL CENTER             	24-32309-01  	3035673	3	39639	4
MO	WASHINGTON	"PATIENTS FIRST HEALTH CARE, LLC    "	24-32304-01  	3035650	3	39639	4
MT	LAUREL	"CHS, INC.                          "	25-14757-01  	3019130	4	39639	4
NJ	ELIZABETH	TRINITAS REGIONAL MEDICAL CENTER   	29-04333-01  	3002476	1	39639	4
PA	PITTSBURGH	"TOMAYKO GROUP, L.L.C. (THE)        "	37-28520-01  	3031697	1	39639	4
WY	CASPER	URANIUM ONE                        	             	4009079	0	39639	2
AK	ANCHORAGE	G. SCOTT CROWTHER                  	50-27757-01  	3036275	4	39640	4
IN	EVANSVILLE	"OHIO VALLEY HEARTCARE, INC.        "	13-24600-01  	3029013	3	39640	4
IN	MUNSTER	"COMMUNITY HOSPITAL, THE            "	13-15882-01  	3009964	3	39640	4
LA	GRAY	WARRIOR ENERGY SERVICES CORP.      	17-27707-01  	3035793	4	39640	4
MO	ST. LOUIS	MALLINCKRODT INC.                  	24-04206-12MD	3032515	3	39640	4
MO	ST. LOUIS	SAINT LOUIS UNIVERSITY             	24-00196-07  	3011789	3	39640	6
MO	WARRENSBURG	WESTERN MISSOURI MEDICAL CENTER    	24-32222-01  	3035258	3	39640	4
SD	RAPID CITY	MID CONTINENT TESTING LABS INC     	40-29306-01  	3037799	4	39640	2
VA	MIDDLEBURG	VIRGINIA EQUINE IMAGING            	45-25405-01  	3034516	1	39640	4
WV	ST. ALBANS	APPALACHIAN POWER COMPANY          	47-31274-01  	3037538	1	39640	4
AK	JUNEAU	BARTLETT REGIONAL HOSPITAL         	50-17686-01  	3013158	4	39643	4
DC	WASHINGTON	WASHINGTON HOSPITAL CENTER         	SNM-1446     	7001500	1	39643	8
MI	CARO	CARO COMMUNITY HOSPITAL            	21-26770-01  	3034301	3	39643	4
MO	KANSAS CITY	TRUMAN MEDICAL CENTER              	24-25816-01  	3030130	3	39643	4
NJ	RAHWAY	ROBERT WOOD JOHNSON UNIVER. HOSP.  	29-12109-01  	3002542	1	39643	4
NJ	STRATFORD	"NEW JERSEY, UNIV. OF MED. & DENTIST"	29-20876-01  	3021288	1	39643	4
PR	ARECIBO	DR. CAYETANO COLL Y TOSTE HOSPITAL 	52-25589-01  	3035990	1	39643	8
PR	MAYAGUEZ	BELLA VISTA HOSPITAL               	52-25223-01  	3032986	1	39643	8
PR	SAN JUAN	CRMI                               	52-25430-01  	3034704	1	39643	3
PR	YAUCO	HOSP METROPOLITANO DR. TITO MATTEI 	52-25545-01  	3035597	1	39643	8
VA	HOPEWELL	"HEART CARE ASSOCIATES, P. C.       "	45-25605-01  	3036088	1	39643	4
VA	SOUTH BOSTON	HALIFAX REGIONAL HOSPITAL          	45-18401-01  	3015012	1	39643	4
VT	RUTLAND	GREEN MOUNTAIN CARDIOLOGY          	44-30831-01  	3036360	1	39643	4
WV	BUCKHANNON	ROSSCO L.L.C.                      	47-31322-01  	3037797	1	39643	2
WV	ELKINS	DAVIS MEMORIAL HOSPITAL            	47-24864-01  	3029484	1	39643	4
WV	HUNTINGTON	ST. MARY'S MEDICAL CENTER          	47-09576-01  	3003388	1	39643	4
WV	KEYSER	POTOMAC VALLEY HOSPITAL            	47-21163-01  	3019861	1	39643	4
WV	MOUNT STORM	VEPCO                              	47-31184-01  	3037331	1	39643	4
IL	OAKBROOK TERRACE	"PROFESSIONAL SERV. INDUSTRIES, INC."	12-16941-01  	3011906	3	39644	4
IN	NOTRE DAME	"NOTRE DAME, UNIVERSITY OF DU LAC   "	13-01983-15  	3000694	3	39644	4
IN	WARSAW	WARSAW HEALTH SYSTEM LLC           	13-32129-01  	3034848	3	39644	4
MI	LAURIUM	ASPIRUS KEWEENAW HOSPITAL          	21-20242-01  	3018138	3	39644	4
MI	WOODHAVEN	"ACADEMIC HEART & VASCULAR, PLLC    "	21-32553-01  	3036820	3	39644	5
NJ	ELIZABETH	TRINITAS REGIONAL MEDICAL CENTER   	29-04333-01  	3002476	1	39644	4
NJ	ENGLEWOOD	ENGLEWOOD HOSPITAL & MEDICAL CENTER	29-08519-01  	3002513	1	39644	4
VA	FREDERICKSBURG	"ECS MID-ATLANTIC, LLC              "	45-25583-01  	3035942	1	39644	4
VA	FREDERICKSBURG	MARY WASHINGTON HOSPITAL           	45-00935-02  	3008082	1	39644	4
VA	RICHMOND	RETREAT DOCTORS' HOSPITAL          	45-15048-01  	3008485	1	39644	4
DE	REHOBOTH BEACH	SOUTHERN DELAWARE SURGERY CENTER   	07-31145-01  	3037185	1	39645	4
MI	CHEBOYGAN	COMMUNITY MEMORIAL HOSPITAL        	21-20250-01  	3019514	3	39645	4
MI	PARMA	JANX INTEGRITY GROUP               	21-16560-01  	3011772	3	39645	4
MO	KANSAS CITY	KANSAS CITY CANCER CENTERS - SOUTH 	24-32517-01  	3036583	3	39645	4
MO	SPRINGFIELD	FERRELL-DUNCAN CLINIC              	24-24332-01  	3018487	3	39645	4
NJ	PISCATAWAY	"NEW JERSEY, UNIV. OF MED. & DENTIST"	29-15188-01  	3008709	1	39645	8
SD	PIERRE	SOUTH DAKOTA DEPARTMENT OF HEALTH  	40-11733-02  	3037803	4	39645	1
SD	SIOUX FALLS	"DIGIRAD IMAGING SOLUTIONS, INC.    "	40-29283-01  	3037605	4	39645	4
VA	GLOUCESTER POINT	"WILLIAM AND MARY, COLLEGE OF       "	45-07112-01  	3006569	1	39645	4
CA	LONG BEACH	"EPSON AMERICA, INC.                "	04-23970-01E 	3037800	0	39646	2
IN	LAFAYETTE	ST. ELIZABETH REGIONAL HEALTH      	13-09788-01  	3001642	3	39646	4
MI	BIRMINGHAM	ANIL K. GOEL M.D.                  	21-32683-01  	3037802	3	39646	2
NJ	BROWNS MILLS	"ADVANCED HEART,LUNG AND VASCU. CARE"	29-31231-01  	3037437	1	39646	4
NJ	FAIRVIEW	P.E.T. OF AMERICA                  	29-30956-01  	3036665	1	39646	5
SD	VERMILLION	"SOUTH DAKOTA, UNIVERSITY OF        "	40-02331-19  	3015186	4	39646	4
VA	HOPEWELL	HONEYWELL RESINS & CHEMICALS LLC   	45-01972-05  	3006536	1	39646	4
VA	LEBANON	MOUNTAIN STATES HEALTH ALLIANCE    	45-19940-01  	3019566	1	39646	4
DE	SEAFORD	NANTICOKE MEMORIAL HOSPITAL        	07-17618-01  	3013060	1	39647	4
KY	LOUISVILLE	MEDICAL CENTER CARDIOLOGISTS PSC   	16-32540-01  	3036683	3	39647	4
MO	ST. LOUIS	"MEDICAL PHYSICS GROUP, LTD.        "	24-24392-01  	3018575	3	39647	4
NJ	BERKLEY HEIGHTS	"SUMMIT MEDICAL GROUP, PA.          "	29-15739-01  	3009678	1	39647	4
PA	SAXONBURG	II-VI INCORPORATED                 	STA-1455     	4008868	1	39647	7
VA	ALEXANDRIA	"MOUNT VERNON CARDIOLOGY ASSOC, LTD "	45-25548-01  	3035623	1	39647	4
WV	APPLE GROVE	"M & G POLYMERS USA, LLC            "	47-25227-01  	3033015	1	39647	4
WY	DUBOIS	"RICE KILROY CONSTRUCTION, INC.     "	49-27725-01  	3035972	4	39647	5
AK	PALMER	"ALASKA RIM ENGINEERING, INC.       "	50-29256-01  	3037429	4	39650	5
CT	WALLINGFORD	MT OPERATING OF CT LLC             	06-30466-01  	3034792	1	39650	4
FL	FORT MYERS	"21ST CENTURY ONCOLOGY, INC.        "	09-31141-01  	3037177	1	39650	4
HI	PEARL CITY	"CONSTRUCTION ENGINEERING LABS, INC."	53-23293-01  	3031156	4	39650	4
IN	LAFAYETTE	"CLARIAN ARNETT HEALTH SYSTEM, INC. "	13-32087-01  	3034812	3	39650	3
MI	DETROIT	WAYNE STATE UNIVERSITY             	21-00741-08  	3001995	3	39650	4
MO	KANSAS CITY	"KANSAS CITY, MO, CITY OF           "	24-15241-01  	3008790	3	39650	4
NJ	SEA GIRT	"CHANGE OF HEART CARDIOLOGY, LLC    "	29-31323-01  	3037804	1	39650	2
NJ	WILLINGBORO	LOURDES MED CTR OFBURLINGTON COUNTY	29-07868-01  	3002506	1	39650	4
TN	DOVER	NELSON ENGINEERING SERVICES        	41-25462-01  	3034927	1	39650	5
VA	CHESAPEAKE	IBS OF AMERICA CORP.               	45-25435-01  	3034734	1	39650	3
VA	DULLES	"ATCS, PLC                          "	45-25497-01  	3035274	1	39650	4
VA	MECHANICSVILLE	RICHMOND CARDIOLOGY ASSOCIATES     	45-25571-01  	3035775	1	39650	4
VA	RICHMOND	VIRGINIA HEART INSTITUTE           	45-18459-01  	3015119	1	39650	4
VA	VIENNA	CARDIOVASCULAR GROUP (THE)         	45-25533-01  	3035466	1	39650	4
WA	REDMOND	"GEOENGINEERS, INC.                 "	46-27696-01  	3035685	4	39650	4
WV	BUCKHANNON	"GLADY FORK MINING, INC.            "	47-25225-01  	3032990	1	39650	5
WV	CHARLESTON	CHARLESTON AREA MEDICAL CENTER     	47-15473-01  	3009164	1	39650	4
WY	POWELL	POWELL HOSPITAL DISTRICT           	49-23163-01  	3020328	4	39650	4
IN	BLOOMINGTON	"PARTTEC, LTD                       "	             	4009080	3	39651	2
IN	GREENWOOD	INTEGRATED MEDICAL IMAGING         	13-32709-01  	3037808	3	39651	2
IN	GRIFFITH	"CAL TESTING SERVICES, INC.         "	13-16347-01  	3010856	3	39651	4
IN	INDIANAPOLIS	CENTRAL INDIANA CANCER CENTERS     	13-32241-01  	3035383	3	39651	4
IN	TELL CITY	PERRY COUNTY MEMORIAL HOSPITAL     	13-26526-01  	3033295	3	39651	4
MI	KENTWOOD	"MICHIGAN MEDICAL, P.C.             "	21-32410-01  	3036057	3	39651	4
MI	TRAVERSE CITY	"PHARMALOGIC MICHIGAN, L.L.C.       "	21-32190-01MD	3035125	3	39651	4
NJ	PISCATAWAY R.	"ENZON, INC.                        "	29-30031-01  	3033128	1	39652	3
NJ	SOMERSET	PHILIPS LIGHTING CO.               	29-20609-02E 	3022295	0	39652	4
VA	CHANTILLY	"FMC & ASSOCIATES, LLC              "	45-31324-01  	3037805	1	39652	2
WY	DOUGLAS	MEMORIAL HOSP. OF CONVERSE COUNTY  	49-27683-01  	3035573	4	39652	8
AK	SOLDOTNA	CENTRAL PENINSULA GENERAL HOSPITAL 	50-29075-01  	3033614	4	39653	4
AL	ANDALUSIA	CDG ENGINEERS & ASSOCIATES         	01-31236-01  	3037445	1	39653	5
